Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption,Temperature,Humidity,Wind Speed
27402.89362,17151.21951,11996.12903,12.43,84.9,0.077
33474.96233,19931.97556,17256.72727,18.22,76.8,0.087
25840.08879,17425.97677,16389.2163,25.63,91.8,4.906
22633.84615,15162.39669,9039.036145,9.93,84.4,4.932
22010.55319,13273.17073,13656.77419,10.48,86.0,0.084
34694.23729,21465.04559,23972.0201,12.56,67.49,0.084
46344.39344,27659.44272,26456.35628,19.37,78.8,4.924
40496.45514,32833.19502,17898.60182,20.56,56.27,4.92
37730.8768,24238.22598,25808.65204,28.12,48.52,4.926
41660.85246,24516.40867,25873.36032,26.11,31.22,0.083
40795.9322,25112.46201,23653.62814,14.43,65.22,0.081
27459.14754,17130.65015,16510.44534,18.76,87.7,0.071
25510.37199,14571.78423,10557.08207,16.93,89.9,4.907
39209.12548,34250.99724,16203.60144,13.05,65.77,0.083
36057.34513,23557.17256,14502.96221,28.71,32.98,0.313
32100.53097,18984.19958,16232.72727,25.83,49.22,0.337
30094.88372,20267.08861,23262.92887,24.61,68.4,4.904
34608.81356,21173.25228,15954.33166,13.28,64.51,0.082
31774.52954,26070.12448,11484.9848,17.09,77.0,0.079
21961.97719,16403.80485,7923.169268,8.08,94.3,0.079
29409.23077,23991.32231,13093.01205,14.52,68.89,4.917
22582.25166,11645.73805,13522.70769,20.03,81.6,4.919
33034.17219,20971.30977,17522.21538,22.23,51.79,0.078
32958.93688,22439.24051,24214.8954,27.07,72.3,4.914
32683.07692,26613.22314,10652.53012,19.55,55.79,4.92
42909.76744,28302.53165,39645.18828,27.31,32.48,4.911
29603.72093,19537.97468,24257.07113,22.54,51.72,4.916
21746.44068,13342.24924,13847.15578,13.46,72.4,0.077
35936.44779,21676.98574,19368.72727,19.46,61.54,0.074
30859.86755,19594.17879,14580.18462,21.75,81.1,0.084
28946.71096,19105.06329,22654.39331,23.82,82.8,0.066
23708.35443,15906.38298,11820.72289,10.75,78.7,0.082
45799.64602,27621.20582,20192.35955,22.59,78.2,4.926
43468.47458,25506.38298,25645.02513,13.74,71.7,0.08
28410.89701,17946.83544,22208.53556,21.39,80.2,4.922
31462.81967,18653.86997,18247.77328,24.9,42.88,0.083
25907.74468,15475.60976,15973.54839,9.05,85.2,0.076
29561.70492,19382.04334,13344.77733,15.87,79.0,0.089
32930.84746,20436.47416,16272.72362,12.02,48.58,0.091
23370.59603,15099.7921,13044.18462,20.37,86.7,0.069
21913.84615,17207.85124,9652.048193,8.46,70.8,4.917
21709.83051,13750.75988,11288.44221,12.84,67.56,0.085
41317.2919,28632.73495,27223.0721,28.91,64.99,4.904
30871.89873,18649.24012,19408.19277,15.35,59.3,0.077
26162.36066,16621.67183,15356.11336,16.91,75.7,4.921
43542.01998,29016.68427,30455.17241,22.58,70.1,4.912
33858.30508,21224.31611,15120.72362,13.41,56.44,0.083
37194.4186,25260.75949,28607.19665,29.44,51.19,4.907
35682.65781,20643.03797,27637.15481,31.01,33.12,4.912
28094.29658,21938.0178,10032.17287,16.4,60.31,0.081
26042.0339,20064.43769,13922.41206,15.86,63.18,0.079
27430.0885,17116.83992,14085.22983,19.84,89.1,0.273
26884.13348,13721.79226,18664.72727,13.88,87.7,0.069
34063.98278,20269.24644,17035.63636,16.32,86.2,0.071
50606.17092,35023.02006,40163.51097,26.41,84.5,4.907
26606.91466,15994.60581,11520.0,19.02,61.25,0.095
25161.97719,19754.52593,7283.553421,12.43,80.2,4.926
30037.47508,20081.01266,25088.53556,22.78,58.26,4.908
24813.26157,13813.44196,15936.0,13.34,76.8,0.085
39846.15385,32969.00826,17025.54217,21.19,67.34,0.07
24453.64909,13234.21589,15581.09091,12.26,73.0,0.089
42235.86652,21647.65784,28346.18182,18.45,67.47,0.074
35382.85714,26194.93671,31704.10042,24.12,57.6,4.918
33910.89716,22653.11203,12856.41337,24.49,52.95,0.095
24987.30853,19736.51452,12366.20061,20.61,66.73,0.082
34361.59311,21237.06721,17309.09091,19.07,51.82,0.082
36337.69912,23018.29522,13785.16854,21.59,91.0,4.916
38707.9646,23605.82121,20751.29724,22.7,84.3,0.33
27437.26236,20958.57625,8781.752701,17.76,67.22,0.083
29138.07309,19234.17722,22811.04603,25.81,43.25,4.912
27358.40532,17718.98734,20310.62762,21.77,60.26,4.905
33974.23729,20720.97264,22426.37186,8.83,51.07,0.092
20733.07985,17026.08162,9559.663866,14.77,59.91,0.082
22295.59322,13531.91489,13933.98995,14.17,76.8,0.083
27879.91247,16487.55187,13124.86322,20.91,65.99,0.198
34094.86726,19343.45114,16968.1716,23.86,72.9,0.301
32910.68852,20745.51084,17396.59919,20.61,72.2,4.92
36734.17943,23597.92531,12296.17021,22.76,59.8,0.095
22569.53642,14231.60083,10816.98462,17.81,70.4,0.077
25957.81182,20188.38174,12436.231,15.16,82.9,4.92
23040.0,13798.778,11857.45455,16.43,73.8,0.09
22756.92308,16988.42975,9958.554217,12.29,71.8,4.918
40683.58804,23202.53165,27992.63598,27.83,66.4,4.913
25969.02128,14919.5122,15607.74194,11.17,62.75,0.086
18902.27848,13316.71733,14139.75904,17.17,50.03,0.082
23126.80301,12182.07739,13300.36364,14.7,87.7,0.088
39886.72566,23965.07277,19386.31256,23.52,55.49,0.33
20899.67213,11795.66563,10738.78543,19.49,77.7,0.077
34406.15385,29116.1157,18031.80723,14.73,78.5,0.084
39596.96203,24000.0,25798.55422,14.09,64.87,0.078
44778.73754,28048.10127,33668.28452,30.62,35.51,4.918
45952.56637,27647.40125,21504.39224,23.24,57.65,0.273
47352.18646,31867.79303,36269.34169,24.26,78.6,0.066
27598.13541,18726.08237,13704.82759,24.13,93.3,4.922
22784.81013,14279.63526,14330.60241,7.23,87.4,0.083
40502.27848,25258.35866,24248.6747,15.04,76.9,0.075
38491.25475,32763.42436,15909.72389,11.48,73.9,0.078
27273.0038,22206.81191,9749.819928,15.31,69.59,0.085
26225.31148,15763.46749,16079.02834,17.07,72.0,0.077
35269.61154,25222.80887,28806.01881,26.52,40.05,4.906
26658.46154,21369.42149,8692.048193,10.78,67.9,4.922
39937.27575,27637.97468,28251.71548,35.97,21.31,4.921
26430.45952,15949.79253,11870.15198,16.75,78.5,0.082
25218.09836,15009.28793,15665.10121,17.88,72.8,0.08
32024.61538,25073.55372,18997.59036,20.96,61.51,0.069
31642.18818,20278.0083,11134.83283,23.8,67.69,4.921
33955.01094,19247.3029,13819.33131,22.58,59.03,4.921
28418.46154,20458.26446,9432.289157,17.03,55.76,4.925
42335.68106,34222.78481,29342.25941,30.77,42.69,4.908
42583.72881,24397.56839,25176.1206,14.38,47.06,0.088
41400.39956,28073.91763,25423.44828,27.66,44.78,4.905
38753.74029,26659.76769,26127.6489,28.26,37.55,4.909
36653.9924,32012.2737,15137.57503,13.63,84.0,0.085
32985.55133,26960.41731,10931.09244,16.25,53.16,0.083
32538.72982,19451.73116,15325.09091,19.0,70.2,0.073
30825.85551,25734.27432,9611.52461,14.51,54.89,0.084
22430.41825,17939.24517,9893.877551,9.6,73.4,0.083
33709.23414,21383.40249,11747.59878,21.09,65.52,4.923
36477.86903,23660.40127,25200.75235,23.8,84.3,4.919
33011.40984,20845.82043,16265.58704,21.08,72.0,0.071
37110.50847,23299.69605,17332.1005,14.44,72.2,0.075
39519.39163,33680.27002,15517.88715,13.66,68.67,0.08
22684.59574,13723.17073,14934.19355,14.54,81.2,0.074
31782.30355,19558.04481,21428.36364,15.91,69.37,0.071
25608.47682,16974.63617,11904.0,20.3,87.7,0.065
35908.47458,21931.91489,21552.24121,11.82,76.8,0.086
24500.45902,14559.75232,14306.72065,18.49,81.9,0.078
36524.50331,21835.75884,28244.67692,22.57,86.6,4.916
48912.05327,29320.80253,27301.31661,25.1,85.3,4.922
40415.68106,29441.77215,32005.35565,35.95,25.08,4.91
32221.59292,19485.65489,17397.67109,24.3,59.49,0.317
27388.60927,19811.22661,17829.41538,22.87,68.52,0.069
22959.69582,18462.10494,7289.315726,12.88,73.8,0.081
22560.0,16899.17355,10160.96386,10.46,85.4,0.077
35176.91803,22517.64706,18276.92308,20.39,57.56,4.923
36390.99338,20888.98129,18786.46154,25.37,51.3,0.072
40026.90265,24765.90437,19515.75077,25.94,47.95,0.351
25646.58228,16037.68997,15868.91566,8.87,85.6,0.084
25193.84615,20811.57025,13335.90361,13.04,77.3,0.091
34875.09847,20860.58091,16182.85714,18.25,76.1,0.073
31458.55513,24983.12366,9334.933974,16.5,64.72,0.088
35820.39387,22944.39834,13037.32523,25.6,41.25,4.917
24621.92691,16146.83544,16870.29289,21.95,80.6,4.913
43923.03797,26735.56231,25434.21687,14.44,66.22,0.082
38717.88079,22191.26819,20665.10769,24.57,59.27,0.074
29550.19868,14358.83576,13073.72308,21.52,77.1,0.072
33922.43346,29309.60417,14803.36134,15.33,64.82,0.076
30904.94297,26352.86898,9323.409364,18.42,60.11,0.088
23672.42196,13314.86762,15243.63636,16.85,71.3,0.084
25806.56455,18332.36515,9389.908815,16.42,86.6,4.919
39975.54817,21664.55696,23208.70293,28.59,61.61,4.92
23562.53165,14407.29483,14677.59036,11.62,51.95,0.083
34851.64557,21056.53495,16574.45783,14.38,57.33,0.084
49862.59136,31556.96203,41018.91213,27.04,66.23,4.909
29128.51711,25292.42099,10781.27251,14.26,42.42,0.079
38561.95339,26903.0623,26181.81818,27.77,54.75,0.064
32304.18251,27034.05953,10147.41897,15.89,56.28,0.082
43862.65487,25581.70478,21945.65884,23.04,79.0,0.264
45128.40263,29065.14523,20104.55927,23.4,56.09,0.089
37191.50442,22314.76091,12790.8478,23.77,59.45,4.922
36843.58804,25989.87342,33662.25941,26.7,69.46,4.904
26066.54867,16345.94595,9360.735444,17.68,90.0,4.918
35535.94684,21991.13924,29878.49372,28.53,70.0,4.917
28210.97955,18098.98167,17559.27273,15.27,77.8,0.078
45317.08609,27490.22869,27370.33846,20.78,86.3,0.071
32905.53191,20956.09756,18162.58065,20.42,47.13,4.923
32861.53846,27420.24793,11745.54217,18.6,62.92,4.915
40688.74172,23587.11019,26850.46154,20.31,86.4,0.068
37489.02128,20890.2439,23109.67742,13.32,66.28,0.085
40942.96578,34306.2289,15742.61705,15.17,78.4,0.086
32461.39535,23624.05063,26185.1046,22.58,59.86,4.909
28359.78471,17351.12016,13550.54545,13.02,74.4,0.082
30734.7046,19680.49793,10918.90578,20.67,52.99,4.919
22400.0,18082.8475,9294.597839,6.136,87.6,0.084
37206.82713,23653.94191,13218.23708,28.95,40.85,4.935
33458.46154,27513.22314,15637.59036,18.76,70.4,0.076
21026.23751,11723.75924,10069.46708,22.07,70.3,4.919
46232.92035,26128.06653,21675.01532,25.25,39.65,4.918
36524.65116,22625.31646,30270.12552,28.28,72.0,4.916
31165.03311,16896.0499,19264.98462,20.25,60.12,0.083
24766.72566,15661.12266,9195.995914,19.63,68.92,4.916
47362.12625,31336.70886,41410.54393,27.59,56.45,0.072
25367.01443,15673.49525,14228.46395,19.04,79.2,4.91
39757.42508,28047.30729,27927.27273,31.46,23.67,4.906
25648.6692,22652.34735,11835.77431,12.84,53.77,0.076
41406.79245,29351.21436,33187.7116,26.28,86.8,4.91
30003.67615,17981.3278,13918.54103,20.66,83.6,0.073
39768.51064,23963.41463,23574.19355,12.12,63.68,0.075
24334.88372,15968.35443,18027.11297,24.19,82.9,4.919
34213.67089,21505.16717,19142.16867,12.97,49.52,0.085
42926.0177,25185.03119,21445.55669,22.96,79.6,0.256
19339.92395,13723.22798,6522.929172,15.45,77.9,0.083
30868.47458,20272.34043,19821.34673,13.77,70.9,0.074
34713.0897,21744.3038,30975.06276,27.79,74.5,4.917
32888.77076,22556.96203,21063.76569,29.3,50.59,4.924
37047.82979,19521.95122,16856.12903,15.75,68.56,0.075
35799.49367,22198.17629,23132.53012,13.06,81.8,0.076
42206.0177,24979.20998,21698.54954,22.74,72.0,0.272
28037.28814,17266.8693,17389.98995,13.91,64.49,0.081
22400.0,17728.5124,10600.48193,14.7,87.4,0.077
32586.89362,19858.53659,16263.87097,24.25,49.45,0.083
36256.74419,23198.73418,29998.99582,23.63,84.8,4.907
41295.94684,28663.29114,31029.2887,33.46,31.38,4.905
24284.74576,14633.43465,15387.01508,11.37,63.22,4.922
23548.41765,13351.52749,15400.72727,14.94,86.8,0.07
26127.30897,16913.92405,16575.06276,21.76,72.5,4.912
27407.26477,18829.04564,13813.49544,21.15,67.32,4.922
34988.06557,20816.09907,21769.06883,19.46,81.0,0.07
36649.96721,20344.27245,20288.25911,22.03,64.36,4.917
33880.13115,20147.36842,19262.18623,18.33,85.6,4.921
25704.61538,21202.06612,8472.289157,9.16,59.33,4.922
19723.07692,14176.8595,9137.349398,18.6,79.0,0.068
32352.72336,14378.00407,17943.27273,16.41,77.6,0.068
35907.14754,22662.5387,17903.80567,20.08,69.0,0.069
28161.37783,15774.74542,18792.72727,15.15,86.9,0.072
42355.44304,26057.14286,25607.71084,15.14,76.0,0.068
22638.98734,13572.03647,14440.48193,8.77,80.3,0.084
21778.46154,16943.80165,11300.24096,19.36,85.3,0.068
29259.54098,18033.43653,18026.23482,20.66,69.42,0.077
31422.6383,19452.43902,14138.70968,12.98,86.4,0.102
39584.81687,24949.10243,22702.94671,27.19,64.65,4.918
37421.09409,30021.16183,17186.62614,18.27,68.78,4.92
35133.45133,21296.8815,15773.81001,28.11,34.48,0.265
35750.44133,20533.19756,18594.90909,14.35,75.7,0.073
32933.42193,22363.29114,22304.93724,25.12,76.8,4.912
46717.16814,27748.44075,23734.25945,24.09,80.8,0.317
31169.23077,26605.78512,17667.46988,20.85,69.88,0.074
37494.68354,24452.27964,23444.81928,12.53,77.5,0.086
25554.48578,16274.6888,11169.84802,18.85,89.1,4.922
27879.91247,16502.48963,11905.16717,24.17,58.62,4.916
38996.67037,26918.26822,26464.70219,28.58,41.55,4.903
30901.87298,15826.06925,18635.63636,20.11,57.11,0.082
37556.45902,22480.49536,19168.90688,21.6,71.2,4.917
32194.7234,21128.04878,15578.70968,15.1,84.6,0.074
45752.29759,29692.53112,19071.61094,21.02,80.3,4.924
34169.70492,21313.93189,17495.7085,23.32,53.65,0.071
43797.9661,25995.13678,25274.53266,14.51,69.19,0.083
31635.49669,19848.64865,19442.21538,28.11,46.3,4.919
23227.37643,18881.8656,8539.735894,11.42,68.93,0.083
22315.23179,14194.17879,11301.41538,20.46,83.6,0.068
27984.42478,16252.39085,13832.23698,21.5,89.6,4.911
22598.80851,13240.2439,13697.41935,10.1,86.4,0.083
23190.87452,19283.21571,7439.135654,11.0,53.91,0.077
21997.35099,15417.87942,11703.13846,15.86,67.57,0.08
30953.61217,24666.4621,9369.507803,15.96,70.1,0.071
22924.0678,11595.13678,15398.59296,13.85,53.97,0.084
23524.78405,15706.32911,18153.64017,25.58,48.68,0.074
32562.27571,22055.60166,10026.01824,19.63,86.6,4.919
19430.88608,11606.07903,10901.20482,13.8,68.01,0.092
41778.22785,26917.93313,25370.60241,10.18,70.9,0.081
27412.92776,23326.17367,12164.22569,12.66,75.0,0.074
45381.26582,28818.23708,26677.59036,11.64,53.12,0.08
34671.60388,20181.26273,17908.36364,14.93,90.9,0.069
38376.55938,26268.21542,24255.79937,27.03,71.6,4.911
25787.65864,13996.6805,11625.04559,13.45,75.1,4.916
43841.06312,28636.70886,37873.80753,27.08,40.81,4.912
40786.68147,28484.4773,30100.0627,28.33,66.66,4.904
23280.0,18814.46281,10617.83133,17.44,54.55,0.078
23346.38298,13521.95122,14533.54839,11.03,85.5,0.08
43356.62597,30472.65048,28420.81505,28.08,79.3,4.91
26015.57522,14104.3659,13037.9571,20.44,73.8,0.304
25175.59322,14877.81155,16492.70352,8.28,50.62,0.096
42437.28814,25225.53191,25297.68844,12.25,76.2,4.917
35063.60656,25017.95666,14959.67611,22.33,40.81,4.92
34477.16814,19365.90437,15456.09806,25.21,46.68,0.203
22607.68212,14478.58628,14739.69231,20.79,73.2,4.914
35980.88496,21977.96258,15891.4811,25.38,68.92,0.27
34206.10169,23689.9696,17627.33668,13.53,77.3,0.082
25297.62712,14782.97872,14900.74372,13.12,68.73,4.915
36025.48673,19433.26403,13979.32584,21.97,57.03,4.923
35212.30769,29476.8595,16169.63855,17.65,77.2,0.085
34849.57377,22064.39628,18160.32389,21.97,56.49,0.073
47642.7907,31108.86076,46158.32636,27.02,51.85,4.91
31698.38298,16990.2439,16327.74194,15.02,49.3,4.917
35157.61589,22011.64241,17179.56923,25.8,56.91,0.073
29717.46835,18401.21581,17962.40964,9.59,75.5,0.084
23812.08511,14809.7561,11938.06452,13.94,82.0,0.085
35554.62295,21678.01858,18480.97166,22.0,68.57,4.919
35987.8481,22482.67477,22421.20482,11.68,71.8,0.087
23697.00997,15975.94937,16984.76987,24.23,82.8,4.917
33280.70022,21760.58091,15272.46201,20.19,85.7,4.913
40880.0,35036.77686,17580.72289,17.15,72.6,0.071
30647.66416,15892.05703,18274.90909,21.46,53.05,0.085
46766.91466,28755.18672,19550.15198,24.26,52.85,0.09
30196.94352,18018.98734,21955.48117,25.23,69.15,4.918
33778.77287,18245.62118,21218.90909,17.73,73.4,0.071
21377.94677,15718.93219,9640.336134,12.64,74.0,0.078
39190.96346,27425.31646,30812.38494,30.9,48.99,0.068
44699.86871,25607.05394,19637.68997,19.67,52.35,4.919
22549.78723,13463.41463,14730.96774,14.63,81.3,0.073
19989.87342,13641.33739,13625.06024,11.55,76.1,0.077
21390.76923,17356.61157,10398.07229,11.22,69.74,4.923
23771.6254,12610.99796,15424.0,15.21,78.8,0.081
33211.13924,21118.54103,16441.44578,14.05,49.35,0.088
27353.89831,22234.65046,16724.26131,16.48,58.43,0.084
32138.76106,19268.60707,15744.39224,21.45,59.02,0.268
33604.24779,18699.7921,15732.62513,24.78,66.99,0.307
40744.61538,34821.07438,17540.24096,16.0,73.2,0.073
22880.68085,13803.65854,13772.90323,10.27,88.9,0.078
29590.87452,25307.14943,9548.139256,17.17,46.4,0.083
28701.53846,22656.19835,9096.86747,12.28,61.49,4.921
42519.49367,27253.49544,26122.40964,10.17,83.1,0.074
28869.32166,17208.29876,13632.58359,20.61,84.6,0.071
23052.1519,14093.61702,14480.96386,3.681,82.7,0.086
23568.78689,11316.40867,13566.31579,17.63,77.4,0.068
36133.77049,24304.64396,17723.07692,23.82,38.0,4.921
23107.69231,17959.09091,10184.09639,13.95,64.86,0.076
40454.25083,28948.25766,31935.79937,27.78,30.24,4.908
43254.75285,31106.47438,15950.06002,12.68,48.0,0.077
18596.92308,12309.91736,8026.987952,9.87,87.6,4.926
30552.09125,25174.59343,9715.246098,16.13,62.75,0.088
37171.10266,31997.54526,17114.04562,8.9,63.62,0.076
33812.42553,18109.7561,15590.32258,15.21,69.36,0.074
31657.67442,21850.63291,28215.56485,27.17,30.54,4.908
31827.06383,18980.4878,16513.54839,15.5,60.58,4.915
40121.59311,20397.55601,27514.18182,14.37,82.3,0.07
18933.55932,10719.75684,10883.21608,6.168,57.6,0.09
34707.03663,22729.03907,27524.01254,23.96,76.5,0.064
37312.56637,23306.44491,15173.68744,26.25,45.52,0.31
21787.55651,10528.7169,12357.81818,14.55,91.1,0.07
45634.96689,27430.35343,28941.78462,25.24,36.99,4.916
43996.59574,26432.92683,24996.77419,15.99,70.6,0.082
33211.13924,21519.75684,17042.89157,17.14,57.23,0.086
32348.35443,21457.75076,16314.21687,15.19,68.68,0.08
40101.26582,25820.06079,24624.57831,11.21,79.9,0.087
42948.03987,29806.32911,39464.43515,29.5,35.98,4.917
39137.48344,20918.91892,20198.4,25.38,61.84,0.069
37551.87569,24397.88807,23371.03448,26.47,51.85,4.905
35743.47541,23026.62539,17554.0081,20.1,69.67,0.072
22404.23841,14239.08524,11147.81538,18.98,76.2,0.082
25352.82276,16704.14938,10119.3921,16.21,86.7,4.917
25252.45033,12626.19543,13298.21538,22.73,46.75,0.081
24379.2465,13520.16293,15581.09091,13.54,85.0,0.074
36460.86379,22473.41772,28287.86611,27.72,67.93,4.913
21569.23077,17497.93388,9478.554217,14.55,88.3,3.082
29105.16556,18943.03534,13894.89231,21.2,81.7,0.069
36496.99115,23471.10187,15032.48212,27.27,38.15,0.318
41972.65823,24631.00304,25544.09639,16.24,62.42,0.081
32030.31216,19451.73116,15621.81818,20.09,56.46,0.085
32444.85246,20667.49226,17466.5587,21.96,58.26,0.071
30664.61538,23916.94215,12052.04819,21.53,64.18,0.073
32600.73197,19305.09165,17716.36364,15.86,83.6,0.068
27312.73523,15680.91286,12552.94833,16.71,80.7,0.072
41998.4106,24687.31809,26897.72308,20.67,83.5,0.066
33954.69027,20005.82121,13190.92952,31.4,14.24,4.927
21563.07692,17419.83471,9519.036145,13.83,89.9,0.067
46640.87527,28452.6971,19410.09119,24.12,53.32,0.089
35704.37086,18740.95634,18632.86154,21.55,63.3,0.08
40170.34221,34398.28168,15316.20648,13.68,69.14,0.117
40236.89234,25158.18374,19332.41379,25.78,83.3,4.924
37192.05298,22849.89605,19873.47692,22.1,81.6,0.065
34394.33628,18845.73805,15709.09091,25.52,61.52,0.315
22539.66102,11573.25228,15404.38191,13.04,59.95,0.085
21063.34426,12980.80495,10616.35628,16.72,79.0,4.921
28819.13621,19792.40506,24504.10042,27.23,43.58,0.083
43314.70398,24012.21996,27601.45455,17.91,69.34,0.085
22339.1635,17784.5965,8228.571429,13.06,55.94,0.083
42778.98305,25546.50456,25372.94472,13.49,71.7,0.086
41748.83721,29954.43038,32878.99582,35.94,29.58,4.908
34854.12766,17967.07317,16403.22581,23.47,45.25,4.918
31009.57377,18237.7709,18154.49393,26.95,38.43,0.081
22227.69231,18018.59504,7512.289157,19.62,77.2,0.068
29663.3698,17014.10788,14712.21884,16.14,64.42,4.921
40698.21313,22461.50713,27467.63636,17.28,80.8,0.086
39991.89873,24477.81155,25989.39759,12.51,68.35,0.077
38274.69027,22584.19958,18015.44433,22.47,84.8,4.913
37641.66302,24531.53527,15004.01216,21.2,79.3,4.916
34676.80608,28724.14851,11778.15126,14.03,43.02,0.08
36698.73418,25054.10334,20131.08434,14.79,50.92,0.082
34184.0708,21985.44699,16597.50766,25.84,66.12,0.314
33722.53052,24131.78458,25904.95298,21.01,74.5,0.073
33426.88525,22435.91331,16230.60729,21.02,72.8,0.07
39118.13541,26074.34002,24514.60815,27.98,40.98,4.903
33192.39544,27372.81375,10251.14046,14.07,40.69,0.076
24540.75949,16737.99392,16476.14458,11.45,77.7,0.074
23300.40904,14517.31161,11956.36364,15.99,68.13,0.086
28185.55133,22118.44124,9438.655462,16.42,64.55,0.08
36695.38462,30495.86777,17071.80723,18.96,73.1,0.072
25293.63934,15287.9257,15105.4251,14.87,70.7,0.067
38946.75497,22730.14553,24115.2,19.12,56.92,0.083
25707.34177,16858.35866,16481.92771,8.78,85.5,0.082
33011.68142,20316.42412,17597.71195,22.73,84.9,0.277
45965.56291,27624.94802,27736.61538,21.37,61.24,4.916
33317.52212,21622.45322,13414.5046,21.52,60.85,0.284
46994.18424,28636.53643,25880.87774,24.78,89.2,4.919
23120.0,18688.01653,9183.614458,15.23,77.6,4.912
33488.66521,19997.92531,11023.95137,18.84,76.7,0.079
24401.52091,20277.3857,11086.67467,10.74,68.4,0.079
45914.70199,27493.97089,27630.27692,20.81,86.0,0.068
45299.40984,27061.30031,26118.21862,19.26,84.9,0.071
31906.44518,22716.4557,22485.69038,25.09,47.22,4.919
34775.38462,29287.19008,21426.50602,20.51,71.9,0.072
24404.04736,13212.21996,12712.72727,13.83,89.6,0.07
33250.33113,21424.11642,22520.12308,27.65,51.33,4.919
23162.55319,14462.19512,10660.64516,11.16,74.2,0.083
49391.52053,32552.05913,39062.06897,25.3,67.91,0.067
20641.8251,15391.2243,9571.188475,8.05,91.6,0.084
39785.96026,24227.02703,25219.93846,19.12,86.7,0.069
32354.43038,19630.39514,16967.71084,15.73,65.09,4.917
28525.10544,19053.0095,20289.40439,24.06,82.2,4.92
37127.78761,22000.4158,14508.84576,31.12,28.48,4.918
39370.61947,22045.32225,20345.33197,22.09,60.72,4.923
43831.89873,27184.19453,25792.77108,13.91,64.66,0.087
43009.27152,27089.81289,32238.27692,22.78,62.74,4.919
22351.3308,17950.2915,10493.15726,8.43,82.1,0.081
34981.93119,22865.89229,14192.3511,25.14,92.1,4.916
33880.13115,23086.06811,17384.93927,25.11,33.43,4.924
43876.72131,26530.03096,25634.33198,19.14,85.6,0.068
32433.41772,18277.20365,16082.89157,7.71,80.6,0.089
35209.10284,21775.51867,13025.6535,24.05,54.32,0.081
23895.62971,11866.80244,15569.45455,13.53,89.6,0.07
36296.06028,21750.3055,19269.81818,19.21,58.11,0.076
43196.81063,27729.11392,30752.13389,35.22,24.15,4.923
30845.90164,19133.12693,18411.01215,16.32,89.1,4.919
22107.98479,19091.74593,10141.65666,12.38,52.74,0.078
32377.52422,17046.84318,19118.54545,20.62,64.5,0.073
39212.30769,33169.83471,17083.37349,17.78,63.89,4.918
36340.13245,22273.59667,19713.96923,22.36,51.95,0.078
47313.83607,28777.70898,26363.07692,18.62,74.5,4.923
43339.74684,26859.57447,24763.37349,16.83,37.33,0.09
39920.91255,33352.56214,15886.67467,15.22,53.97,0.086
20764.0678,13061.39818,10350.63317,6.442,65.74,0.088
37475.28517,32200.06137,16341.89676,10.52,68.1,0.086
32547.52852,25211.41454,8948.859544,11.75,83.2,0.086
25048.86975,13864.76578,15936.0,14.78,83.9,0.069
35446.64452,22583.5443,27004.51883,28.26,63.7,4.908
40225.09506,34273.0899,16042.2569,14.04,63.13,0.092
30326.15385,24709.09091,13116.14458,20.79,63.21,0.071
40614.07325,28435.05808,27566.1442,26.08,67.99,0.064
30094.17722,18331.91489,17332.04819,15.73,59.33,0.076
44069.67177,24397.09544,18488.02432,24.53,52.22,4.917
33720.7947,21648.64865,25308.55385,21.83,81.9,4.916
24794.66093,13861.0998,16546.90909,15.27,87.2,0.067
35822.29787,22748.78049,20543.22581,16.33,68.79,0.074
35307.57447,21545.12195,16484.51613,17.43,71.1,0.073
37427.25664,22909.77131,16597.50766,25.54,72.7,0.262
34884.95575,19713.92931,14867.74259,24.58,59.99,4.918
23131.13924,14534.95441,15209.63855,8.43,86.5,0.088
33295.15608,20078.61507,18507.63636,16.22,73.4,0.074
23307.01987,14452.39085,12577.47692,18.17,65.41,4.924
36057.34513,21023.70062,17709.49949,21.35,62.85,0.271
23946.4918,14288.54489,15099.59514,23.16,41.86,0.078
24565.82781,13505.61331,11277.78462,20.4,81.8,0.067
31968.0,17491.46341,16519.35484,15.08,47.36,4.92
37078.03279,21804.33437,21448.42105,20.48,64.91,0.079
25827.303,15247.72967,16196.61442,22.36,89.5,4.919
40016.18945,24342.15886,26414.54545,17.03,69.94,0.075
40834.7234,23235.36585,24480.0,17.35,86.5,0.072
39099.33775,24399.1684,23701.66154,20.28,89.4,0.067
38560.0,29882.2314,16493.49398,19.23,52.71,2.461
22954.21277,12530.4878,13842.58065,10.17,88.2,0.083
35885.30973,22082.74428,14832.44127,26.01,42.21,0.279
35527.23358,20298.57434,18624.0,16.93,81.2,0.07
33156.92308,27334.71074,14434.6988,10.07,73.0,4.918
37686.12653,23284.05491,21836.23824,27.27,63.59,4.925
46933.80531,28077.75468,21057.24208,21.4,82.0,4.925
31133.40733,21676.02957,22034.85893,26.51,83.5,4.907
30184.61538,25326.44628,13717.59036,20.63,41.79,0.083
31399.86885,18739.31889,17344.12955,24.72,46.68,0.073
29644.55696,19105.16717,19361.92771,12.99,69.52,0.082
33993.44262,21094.73684,17145.91093,20.77,75.1,4.923
25799.2053,14336.38254,14072.12308,20.92,78.7,0.066
25920.0,17073.85892,8421.155015,18.12,86.2,4.914
35626.43703,16790.22403,19240.72727,16.37,80.0,0.069
41272.54162,28780.99261,27770.7837,26.13,89.8,4.908
